Chromosome,Start,End,RepeatType,strand,Length
1,421216,421392,L1ME3B,1,176
1,421326,421372,dust,0,46
1,421962,421994,AT_rich,1,32
1,421995,422041,L1PA6,-1,46
1,421995,422041,L1PA6,-1,46
1,422042,422069,AT_rich,1,27
1,422449,422456,dust,0,7
1,422983,423332,L2c,-1,349
1,422983,423332,L2c,-1,349
1,423393,423424,AT_rich,1,31
1,423473,423504,dust,0,31
1,423485,423760,L1PA5,-1,275
1,423485,423760,L1PA5,-1,275
1,423766,423986,L2c,-1,220
1,423766,423986,L2c,-1,220
1,424153,424229,L1ME3D,-1,76
1,424153,424229,L1ME3D,-1,76
1,424236,424397,AluJr,1,161
1,424236,424397,AluJr,1,161
1,424385,424397,dust,0,12
1,424424,425008,L1ME3D,-1,584
1,424424,425008,L1ME3D,-1,584
1,424941,424948,dust,0,7
1,425022,425069,dust,0,47
1,425044,425066,(TTTTG)n,1,22
1,425057,426080,L1P4,-1,1023
1,425067,426080,L1P4,-1,1013
1,425126,425134,dust,0,8
1,426131,426871,L1ME3D,-1,740
1,426131,426871,L1ME3D,-1,740
1,426636,426686,trf,0,50
1,426720,426728,dust,0,8
1,426754,426762,dust,0,8
1,426906,427029,L1MA8,-1,123
1,426906,427029,L1MA8,-1,123
1,427030,427765,L1MA2,1,735
1,427030,427765,L1MA2,1,735
1,427766,429747,L1MA8,-1,1981
1,427766,429747,L1MA8,-1,1981
1,428038,428051,dust,0,13
1,429746,429886,L1ME3D,-1,140
1,429746,429886,L1ME3D,-1,140
1,429902,430382,LTR22C2,1,480
1,429902,430382,LTR22C2,1,480
1,430418,431458,L1PA15-16,1,1040
1,430418,431458,L1PA15-16,1,1040
1,430863,430878,dust,0,15
1,431452,431864,L1P4,1,412
1,431452,431864,L1P4,1,412
1,431476,431487,dust,0,11
1,431867,432156,AluSq2,1,289
1,431867,432156,AluSq2,1,289
1,431987,431999,dust,0,12
1,432156,432331,dust,0,175
1,432156,432300,trf,0,144
1,432157,432271,(TA)n,1,114
1,432272,432758,L1PA8A,1,486
1,432272,432758,L1PA8A,1,486
1,432583,434972,trf,0,2389
1,432738,432835,L1PA8,1,97
1,432738,432835,L1PA8,1,97
1,432815,432912,L1PA8,1,97
1,432815,432912,L1PA8,1,97
1,432892,432989,L1PA8,1,97
1,432892,432989,L1PA8,1,97
1,432969,433066,L1PA8,1,97
1,432969,433066,L1PA8,1,97
1,433046,433143,L1PA8,1,97
1,433046,433143,L1PA8,1,97
1,433123,433220,L1PA8,1,97
1,433123,433220,L1PA8,1,97
1,433200,433297,L1PA8,1,97
1,433200,433297,L1PA8,1,97
1,433277,433374,L1PA8,1,97
1,433277,433374,L1PA8,1,97
1,433354,433451,L1PA8,1,97
1,433354,433451,L1PA8,1,97
1,433431,433528,L1PA8,1,97
1,433431,433528,L1PA8,1,97
1,433508,433605,L1PA8,1,97
1,433508,433605,L1PA8,1,97
1,433585,433682,L1PA8,1,97
1,433585,433682,L1PA8,1,97
1,433662,433759,L1PA8,1,97
1,433662,433759,L1PA8,1,97
1,433739,433836,L1PA8,1,97
1,433739,433836,L1PA8,1,97
1,433816,433913,L1PA8,1,97
1,433816,433913,L1PA8,1,97
1,433893,433990,L1PA8,1,97
1,433893,433990,L1PA8,1,97
1,433970,434067,L1PA8,1,97
1,433970,434067,L1PA8,1,97
1,434047,434144,L1PA8,1,97
1,434047,434144,L1PA8,1,97
1,434124,434221,L1PA8,1,97
1,434124,434221,L1PA8,1,97
1,434201,434298,L1PA8,1,97
1,434201,434298,L1PA8,1,97
1,434278,434375,L1PA8,1,97
1,434278,434375,L1PA8,1,97
1,434355,434452,L1PA8,1,97
1,434355,434452,L1PA8,1,97
1,434432,434529,L1PA8,1,97
1,434432,434529,L1PA8,1,97
1,434509,434606,L1PA8,1,97
1,434509,434606,L1PA8,1,97
1,434586,434683,L1PA8,1,97
1,434586,434683,L1PA8,1,97
1,434663,434760,L1PA8,1,97
1,434663,434760,L1PA8,1,97
1,434740,434837,L1PA8,1,97
1,434740,434837,L1PA8,1,97
1,434817,434893,L1PA8,1,76
1,434817,434893,L1PA8,1,76
1,434894,435108,L1PA10,1,214
1,434894,435108,L1PA10,1,214
1,435109,435126,L1PA8,1,17
1,435109,435126,L1PA8,1,17
1,435128,435565,L1MEd,-1,437
1,435128,435565,L1MEd,-1,437
1,435433,435450,dust,0,17
1,435573,435666,GA-rich,1,93
1,435581,435666,dust,0,85
1,435753,435850,L1PA5,1,97
1,435753,435850,L1PA5,1,97
1,435822,435878,dust,0,56
1,436298,437125,L1M2,1,827
1,436298,437125,L1M2,1,827
1,436387,436400,dust,0,13
1,437133,437253,ERVL-int,1,120
1,437133,437253,ERVL-int,1,120
1,437255,437746,L1MA7,1,491
1,437255,437746,L1MA7,1,491
1,437750,437759,dust,0,9
1,437763,438484,L1PA4,-1,721
1,437763,438484,L1PA4,-1,721
1,438485,438662,L1PA4,1,177
1,438485,438662,L1PA4,1,177
1,438501,438522,dust,0,21
1,438632,438684,dust,0,52
1,438654,438684,trf,0,30
1,438682,439766,L1MA7,1,1084
1,438682,439766,L1MA7,1,1084
1,439403,439410,dust,0,7
1,440917,440924,dust,0,7
1,440936,447357,L1PA7,1,6421
1,440936,447357,L1PA7,1,6421
1,441339,441353,dust,0,14
1,443573,443580,dust,0,7
1,444019,444027,dust,0,8
1,444417,444437,dust,0,20
1,444933,444946,dust,0,13
1,447349,447357,dust,0,8
1,448109,449613,L1MA7,1,1504
1,448109,449613,L1MA7,1,1504
1,448713,448743,dust,0,30
1,449890,450014,L1MC,1,124
1,449890,450014,L1MC,1,124
1,449998,450555,L1M4,1,557
1,449998,450555,L1M4,1,557
1,453499,453630,MIR3,-1,131
1,453499,453630,MIR3,-1,131
1,454124,454140,dust,0,16
1,454754,454803,dust,0,49
1,454968,455075,trf,0,107
1,455112,455212,MIRc,1,100
1,455112,455212,MIRc,1,100
1,455505,455667,trf,0,162
1,455610,455759,MIRb,1,149
1,455610,455759,MIRb,1,149
1,455768,455816,L1MA4,1,48
1,455768,455816,L1MA4,1,48
1,455833,456082,L1MA4,1,249
1,455833,456082,L1MA4,1,249
1,456074,456147,dust,0,73
1,456112,456132,trf,0,20
1,456129,456265,MIRb,1,136
1,456129,456265,MIRb,1,136
1,456149,456176,trf,0,27
1,456424,456441,dust,0,17
1,456576,456589,dust,0,13
1,457114,457197,AluSz,1,83
1,457114,457197,AluSz,1,83
1,458096,458285,L1MEc,1,189
1,458096,458285,L1MEc,1,189
1,458247,458289,trf,0,42
1,458256,458289,dust,0,33
1,458398,458451,L2c,1,53
1,458398,458451,L2c,1,53
1,459679,459838,MIRb,-1,159
1,459679,459838,MIRb,-1,159
1,460643,460690,AT_rich,1,47
1,460864,460897,dust,0,33
1,460873,461293,L1M7,1,420
1,460873,461293,L1M7,1,420
1,461306,461320,dust,0,14
1,461319,461359,L1M7,1,40
1,461319,461359,L1M7,1,40
1,461360,461504,FLAM_C,1,144
1,461360,461504,FLAM_C,1,144
1,461486,461519,dust,0,33
1,461505,461857,L1M7,1,352
1,461505,461857,L1M7,1,352
1,461738,461794,dust,0,56
1,462041,462729,L2c,-1,688
1,462041,462729,L2c,-1,688
1,462744,463010,L2b,1,266
1,462744,463010,L2b,1,266
1,463226,463465,MLT1H1,1,239
1,463226,463465,MLT1H1,1,239
1,463466,463823,THE1B,-1,357
1,463466,463823,THE1B,-1,357
1,463824,465387,THE1B-int,-1,1563
1,463824,465387,THE1B-int,-1,1563
1,465388,465747,THE1B,-1,359
1,465388,465747,THE1B,-1,359
1,465748,466024,MLT1H1,1,276
1,465748,466024,MLT1H1,1,276
1,465980,465987,dust,0,7
1,466025,466156,MLT1H1-int,1,131
1,466025,466156,MLT1H1-int,1,131
1,466172,466423,MLT1H1-int,1,251
1,466172,466423,MLT1H1-int,1,251
1,466428,466588,LTR64,-1,160
1,466428,466588,LTR64,-1,160
1,466591,466952,L1PA14,1,361
1,466591,466952,L1PA14,1,361
1,466931,466964,dust,0,33
1,467089,467392,AluSq2,1,303
1,467089,467392,AluSq2,1,303
1,467375,467392,dust,0,17
1,467446,467496,trf,0,50
1,467892,467961,L2a,1,69
1,467892,467961,L2a,1,69
1,468053,468590,L2b,1,537
1,468053,468590,L2b,1,537
1,469700,470109,MLT1F2,1,409
1,469700,470109,MLT1F2,1,409
1,469869,469912,dust,0,43
1,470210,470525,L1ME3E,1,315
1,470210,470525,L1ME3E,1,315
1,470243,470267,dust,0,24
1,470477,470484,dust,0,7
1,470553,470578,dust,0,25
1,471064,471200,LTR33B,1,136
1,471064,471200,LTR33B,1,136
1,471349,471451,L2,-1,102
1,471349,471451,L2,-1,102
1,471583,471720,MER65D,1,137
1,471583,471720,MER65D,1,137
1,471796,472076,MER65D,1,280
1,471796,472076,MER65D,1,280
1,472099,472215,L1M5,-1,116
1,472099,472215,L1M5,-1,116
1,472380,473038,L2a,1,658
1,472380,473038,L2a,1,658
1,473039,473235,L1ME3E,1,196
1,473039,473235,L1ME3E,1,196
1,473229,473615,L1ME3E,1,386
1,473229,473615,L1ME3E,1,386
1,473618,474107,MLT1D,1,489
1,473618,474107,MLT1D,1,489
1,474108,475113,L1ME3E,1,1005
1,474108,475113,L1ME3E,1,1005
1,474823,474875,dust,0,52
1,475281,475344,dust,0,63
1,475445,475490,dust,0,45
1,475446,475490,AT_rich,1,44
1,475538,475590,dust,0,52
1,475575,475955,THE1D,-1,380
1,475575,475955,THE1D,-1,380
1,476356,476363,dust,0,7
1,476519,476530,dust,0,11
1,476981,477150,dust,0,169
1,476981,477150,trf,0,169
1,476985,477150,trf,0,165
1,476989,477150,(TA)n,1,161
1,477285,477578,AluY,-1,293
1,477285,477297,dust,0,12
1,477285,477578,AluY,-1,293
1,477643,477731,dust,0,88
1,477651,477724,AT_rich,1,73
1,479088,479142,(TATATG)n,1,54
1,479099,479142,dust,0,43
1,479182,479278,L1MA5,1,96
1,479182,479278,L1MA5,1,96
1,479409,479456,trf,0,47
1,479643,479713,L2a,1,70
1,479643,479713,L2a,1,70
1,479720,479832,L2a,1,112
1,479720,479832,L2a,1,112
1,479844,480394,L2c,1,550
1,479844,480394,L2c,1,550
1,480558,480859,AluJb,1,301
1,480558,480859,AluJb,1,301
1,480836,480859,dust,0,23
1,480836,480859,trf,0,23
1,481602,481654,dust,0,52
1,481909,481972,dust,0,63
1,481948,481975,AT_rich,1,27
1,482006,482056,dust,0,50
1,482024,482224,L1MA5,1,200
1,482024,482224,L1MA5,1,200
1,482211,482228,dust,0,17
1,482226,482976,L1M4,1,750
1,482226,482976,L1M4,1,750
1,482442,482450,dust,0,8
1,482906,482990,dust,0,84
1,483118,483145,AT_rich,1,27
1,483121,483128,dust,0,7
1,483532,483641,L2a,-1,109
1,483532,483641,L2a,-1,109
1,483766,484035,AluSz,-1,269
1,483766,484035,AluSz,-1,269
1,484472,484579,L2a,-1,107
1,484472,484579,L2a,-1,107
1,484580,484878,AluSq2,-1,298
1,484580,484596,dust,0,16
1,484580,484878,AluSq2,-1,298
1,484879,485004,L2a,-1,125
1,484879,485004,L2a,-1,125
1,485368,485660,AluSx,-1,292
1,485368,485394,dust,0,26
1,485368,485660,AluSx,-1,292
1,485514,485553,trf,0,39
1,485663,485679,dust,0,16
1,485665,485773,FLAM_C,-1,108
1,485665,485773,FLAM_C,-1,108
1,485776,485878,AluJo,1,102
1,485776,485878,AluJo,1,102
1,485894,485985,L1M2c,1,91
1,485894,485985,L1M2c,1,91
1,485955,485985,dust,0,30
1,485986,486300,AluSg,1,314
1,485986,486300,AluSg,1,314
1,486272,486287,dust,0,15
1,486301,486527,L1M2c,1,226
1,486301,486527,L1M2c,1,226
1,486525,486739,L1M2,1,214
1,486525,486739,L1M2,1,214
1,486740,486963,AluSq2,1,223
1,486740,486963,AluSq2,1,223
1,486943,486978,dust,0,35
1,486943,486979,trf,0,36
1,486952,486979,trf,0,27
1,486953,486979,trf,0,26
1,486964,486987,L1M2,1,23
1,486964,486987,L1M2,1,23
1,490053,490357,AluSg,-1,304
1,490053,490077,dust,0,24
1,490053,490077,trf,0,24
1,490053,490357,AluSg,-1,304
1,490821,490848,dust,0,27
1,492183,492488,trf,0,305
1,492183,492490,trf,0,307
1,492598,492667,trf,0,69
1,493461,493553,trf,0,92
1,494024,494140,trf,0,116
1,494035,494269,trf,0,234
1,494580,494659,trf,0,79
1,494910,495329,MER1A,-1,419
1,494910,495329,MER1A,-1,419
1,495596,495748,LTR41,-1,152
1,495596,495748,LTR41,-1,152
1,495752,496027,AluJr,1,275
1,495752,496027,AluJr,1,275
1,496031,496251,L1ME4c,1,220
1,496031,496251,L1ME4c,1,220
1,496252,496392,AluJb,-1,140
1,496252,496392,AluJb,-1,140
1,496629,496928,AluJr,-1,299
1,496629,496928,AluJr,-1,299
1,497038,497139,MER8,-1,101
1,497038,497139,MER8,-1,101
1,497140,497327,AluJb,1,187
1,497140,497327,AluJb,1,187
1,497309,497327,dust,0,18
1,497873,497882,dust,0,9
1,497906,498062,AluJr,1,156
1,497906,498062,AluJr,1,156
1,498317,498736,MER1A,-1,419
1,498317,498736,MER1A,-1,419
1,499022,499101,FLAM_A,1,79
1,499022,499101,FLAM_A,1,79
1,499104,499393,AluJo,1,289
1,499104,499393,AluJo,1,289
1,499175,499198,trf,0,23
1,499377,499393,dust,0,16
1,499394,499899,MER21C,1,505
1,499394,499899,MER21C,1,505
1,499900,500206,AluJb,-1,306
1,499900,500206,AluJb,-1,306
1,499904,499911,dust,0,7
1,500063,500090,dust,0,27
1,500207,500276,MER21C,1,69
1,500207,500276,MER21C,1,69
1,500277,500579,AluJr,1,302
1,500277,500579,AluJr,1,302
1,500580,500880,MER21C,1,300
1,500580,500880,MER21C,1,300
1,500917,501115,MIRb,1,198
1,500917,501115,MIRb,1,198
1,501375,501478,L2b,1,103
1,501375,501478,L2b,1,103
1,501774,501881,AluJb,-1,107
1,501774,501881,AluJb,-1,107
1,501915,502039,AluJr,1,124
1,501915,502039,AluJr,1,124
1,502053,502484,MER1A,-1,431
1,502053,502484,MER1A,-1,431
1,502787,502837,LTR41,-1,50
1,502787,502849,LTR41,-1,62
1,502850,503134,AluJb,1,284
1,502850,503134,AluJb,1,284
1,503139,503172,dust,0,33
1,503139,503183,trf,0,44
1,503139,503172,(TA)n,1,33
1,503172,503198,LTR41,-1,26
1,503173,503198,LTR41,-1,25
1,503199,503494,AluSp,1,295
1,503199,503494,AluSp,1,295
1,503481,503494,dust,0,13
1,503495,503580,LTR41,-1,85
1,503495,503580,LTR41,-1,85
1,503581,503888,AluJr,1,307
1,503581,503888,AluJr,1,307
1,503701,503708,dust,0,7
1,503868,503888,dust,0,20
1,504220,504478,L2b,1,258
1,504220,504478,L2b,1,258
1,504506,504598,L2b,1,92
1,504506,504598,L2b,1,92
1,504663,504821,MLT1D,1,158
1,504663,504821,MLT1D,1,158
1,504823,505116,AluJr,1,293
1,504823,505116,AluJr,1,293
1,505370,505644,AluJr,1,274
1,505370,505644,AluJr,1,274
1,505632,505644,dust,0,12
1,505655,505756,AluJb,-1,101
1,505657,505751,AluJr4,-1,94
1,505757,506061,AluSx,1,304
1,505757,506026,AluSx,1,269
1,506029,506079,dust,0,50
1,506029,506080,trf,0,51
1,506029,506073,trf,0,44
1,506029,506073,(CAA)n,1,44
1,506074,506133,AluJb,-1,59
1,506078,506133,AluJo,-1,55
1,506190,506199,dust,0,9
1,506193,506223,L1M4,1,30
1,506193,506223,L1MB8,1,30
1,506224,506515,AluJb,1,291
1,506224,506515,AluJb,1,291
1,506506,506515,dust,0,9
1,506516,506603,L1M4,1,87
1,506516,506603,L1MB8,1,87
1,506638,506748,AluJo,-1,110
1,506638,506748,FLAM_A,-1,110
1,506749,507367,L1MB8,1,618
1,506749,507367,L1MB8,1,618
1,506922,506941,trf,0,19
1,507389,507690,AluJr,1,301
1,507389,507690,AluJr,1,301
1,507694,507808,Tigger12,-1,114
1,507694,507808,Tigger12,-1,114
1,507993,508300,AluSq2,1,307
1,507993,508300,AluSq2,1,307
1,508277,508296,dust,0,19
1,508280,508300,trf,0,20
1,508512,508605,LTR37A,-1,93
1,508512,508605,LTR37A,-1,93
1,508751,509046,AluJo,-1,295
1,508751,509046,AluJo,-1,295
1,508914,508927,dust,0,13
1,509047,509073,AT_rich,1,26
1,509049,509087,dust,0,38
1,509075,509206,AluJr,-1,131
1,509075,509206,AluJr,-1,131
1,509306,509913,L2a,1,607
1,509306,509913,L2a,1,607
1,509915,510073,AluJb,-1,158
1,509915,510073,AluJb,-1,158
1,510074,510358,AluSg7,-1,284
1,510074,510089,dust,0,15
1,510074,510358,AluSg7,-1,284
1,510359,510485,AluJb,-1,126
1,510359,510485,AluJb,-1,126
1,510369,510377,dust,0,8
1,510507,510863,MLT1D,-1,356
1,510507,510863,MLT1D,-1,356
1,510867,511157,AluJr,1,290
1,510867,511157,AluJr,1,290
1,511158,511416,MER21C,1,258
1,511158,511416,MER21C,1,258
1,511417,511711,AluSq2,-1,294
1,511417,511428,dust,0,11
1,511417,511711,AluSq2,-1,294
1,511712,512021,MER21C,1,309
1,511712,512021,MER21C,1,309
1,512022,512327,AluJo,1,305
1,512022,512327,AluJo,1,305
1,512309,512327,dust,0,18
1,512328,512627,MER21C,1,299
1,512328,512627,MER21C,1,299
1,512629,513691,MER11B,1,1062
1,512629,513691,MER11B,1,1062
1,513737,513931,MIRb,1,194
1,513737,513931,MIRb,1,194
1,514151,514209,(CACCC)n,1,58
1,514153,514206,dust,0,53
1,514447,514461,dust,0,14
1,514586,514607,dust,0,21
1,514587,514706,AluJb,-1,119
1,514587,514706,AluJb,-1,119
1,514709,515009,AluJo,-1,300
1,514709,515009,AluJo,-1,300
1,514872,514890,dust,0,18
1,515049,515189,L1ME4b,1,140
1,515049,515189,L1ME4b,1,140
1,515311,515349,AT_rich,1,38
1,515420,515727,AluJr,1,307
1,515420,515727,AluJr,1,307
1,515538,515556,dust,0,18
1,515700,515713,dust,0,13
1,515775,515942,AluSz,1,167
1,515775,515942,AluSz,1,167
1,515951,516087,L1ME4c,1,136
1,515951,516087,L1ME4c,1,136
1,516088,516095,dust,0,7
1,516091,516210,AluJr4,-1,119
1,516091,516210,AluJr4,-1,119
1,516211,516334,L1ME4c,1,123
1,516211,516334,L1ME4c,1,123
1,516357,516373,dust,0,16
1,516554,516594,MIRb,1,40
1,516554,516594,MIRb,1,40
1,516596,516603,dust,0,7
1,516699,516806,MER8,-1,107
1,516699,516806,MER8,-1,107
1,516818,516962,AluJb,1,144
1,516818,516962,AluJb,1,144
1,517101,517221,Charlie29a,-1,120
1,517101,517221,Charlie29a,-1,120
1,517305,517588,AluJr,1,283
1,517305,517588,AluJr,1,283
1,517590,517629,dust,0,39
1,517590,517629,trf,0,39
1,517590,517629,(CA)n,1,39
1,517952,518175,AluSx1,1,223
1,517952,518175,AluSx1,1,223
1,519068,519083,dust,0,15
1,519896,520301,L1MC5a,1,405
1,519896,520301,L1MC5a,1,405
1,520164,520172,dust,0,8
1,520312,520403,L1MC5a,1,91
1,520312,520403,L1MC5a,1,91
1,520712,520777,MSTD,-1,65
1,520712,520777,MSTD,-1,65
1,520766,520995,dust,0,229
1,520769,520921,trf,0,152
1,520778,520951,GA-rich,1,173
1,520793,520937,trf,0,144
1,520794,520940,trf,0,146
1,520952,520988,G-rich,1,36
1,520990,521307,MSTD,-1,317
1,520990,521307,MSTD,-1,317
1,522411,522425,dust,0,14
1,522444,522749,AluSq2,1,305
1,522444,522700,AluSx,1,256
1,522725,522749,dust,0,24
1,522726,522749,trf,0,23
1,522726,522749,(CAAAA)n,1,23
1,522955,523291,AluSq2,1,336
1,522955,523291,AluSq2,1,336
1,523000,523066,trf,0,66
1,523270,523291,dust,0,21
1,523270,523291,trf,0,21
1,523395,523408,dust,0,13
1,523603,523906,AluSx1,1,303
1,523603,523906,AluSx1,1,303
1,523884,523906,dust,0,22
1,523884,523906,trf,0,22
1,524652,524930,AluSx1,1,278
1,524652,524930,AluSx1,1,278
1,524964,525099,MIRb,-1,135
1,524964,525099,MIRb,-1,135
1,525187,525227,dust,0,40
1,525730,526029,AluSp,-1,299
1,525730,526029,AluSp,-1,299
1,526091,526385,AluSg7,1,294
1,526091,526385,AluSg7,1,294
1,526370,526377,dust,0,7
1,527081,527382,AluYh3,1,301
1,527081,527382,AluYh3,1,301
1,527168,527202,dust,0,34
1,527363,527382,dust,0,19
1,527511,527938,MLT1D,1,427
1,527511,527938,MLT1D,1,427
1,527970,528275,AluSz,1,305
1,527970,528275,AluSz,1,305
1,528254,528276,dust,0,22
1,528453,528744,AluSz6,-1,291
1,528453,528744,AluSz6,-1,291
1,528456,528467,dust,0,11
1,529065,529072,dust,0,7
1,529489,529530,Charlie4z,1,41
1,529489,529529,Charlie4z,1,40
1,529530,529551,dust,0,21
1,529530,529549,trf,0,19
1,529530,529831,AluSq2,-1,301
1,529531,529831,AluSq2,-1,300
1,529832,529932,Charlie4z,1,100
1,529832,529932,Charlie4z,1,100
1,529978,530006,trf,0,28
1,530690,530707,dust,0,17
1,530691,530741,AluSq2,-1,50
1,530691,530741,AluSq2,-1,50
1,531002,531084,MIR1_Amn,-1,82
1,531002,531084,MIR1_Amn,-1,82
1,531256,531291,L2c,1,35
1,531256,531291,L2c,1,35
1,531428,531508,MIRb,-1,80
1,531428,531508,MIRb,-1,80
1,532977,533112,AluSx,1,135
1,532977,533281,trf,0,304
1,532977,533112,AluSx,1,135
1,533113,533415,AluSp,1,302
1,533113,533415,AluSp,1,302
1,533395,533415,dust,0,20
1,533416,533512,AluSx,1,96
1,533416,533512,AluSx,1,96
1,533493,533520,dust,0,27
1,533493,533520,trf,0,27
1,533513,533544,A-rich,1,31
1,533753,534065,AluSx,1,312
1,533753,534065,AluSx,1,312
1,534034,534066,dust,0,32
1,534034,534069,trf,0,35
1,534037,534065,trf,0,28
1,534186,534478,AluSp,-1,292
1,534186,534198,dust,0,12
1,534186,534478,AluSp,-1,292
1,534502,534818,AluSx1,1,316
1,534502,534818,AluSx1,1,316
1,534788,534878,dust,0,90
1,534790,534818,trf,0,28
1,534948,535032,MIRb,-1,84
1,534948,535032,MIRb,-1,84
1,535888,535916,AT_rich,1,28
1,535989,585988,dust,0,49999
1,586338,586407,MER4D1,-1,69
1,586338,586407,MER4D1,-1,69
1,586408,586556,MER4A,1,148
1,586408,586556,MER4A,1,148
1,586553,586826,MER4CL34,1,273
1,586553,586826,MER4CL34,1,273
1,586836,587631,MER4D1,-1,795
1,586836,587631,MER4D1,-1,795
1,587718,587805,MIRb,1,87
1,587718,587805,MIRb,1,87
1,588058,588110,dust,0,52
1,588067,588127,C-rich,1,60
1,588463,588616,Charlie30a,-1,153
1,588463,588616,Charlie30a,-1,153
1,588469,588483,dust,0,14
1,588803,588836,dust,0,33
1,588803,588863,(CA)n,1,60
1,588861,588910,trf,0,49
1,589004,589268,MER31B,1,264
1,589004,589268,MER31B,1,264
1,589269,589555,AluJr,-1,286
1,589269,589284,dust,0,15
1,589269,589555,AluJr,-1,286
1,589562,590374,L1MA4,1,812
1,589562,590374,L1MA4,1,812
1,590375,590674,AluSx3,1,299
1,590375,590674,AluSx3,1,299
1,590655,590674,dust,0,19
1,590678,590990,AluSc,1,312
1,590678,590990,AluSc,1,312
1,590966,591006,dust,0,40
1,590969,590992,trf,0,23
1,590991,591452,L1MA4,1,461
1,590991,591452,L1MA4,1,461
1,591453,591763,AluY,1,310
1,591453,591763,AluY,1,310
1,591734,591751,dust,0,17
1,591764,591984,L1MA4,1,220
1,591764,591984,L1MA4,1,220
1,591974,591990,dust,0,16
1,592050,592172,AluJb,1,122
1,592050,592172,AluJb,1,122
1,592154,592204,dust,0,50
1,593117,593170,trf,0,53
1,593400,593498,MER112,-1,98
1,593400,593498,MER112,-1,98
1,593923,594096,MIR3,-1,173
1,593923,594096,MIR3,-1,173
1,594469,594685,L1ME4c,-1,216
1,594469,594685,L1ME4c,-1,216
1,594740,595208,Ricksha_0,1,468
1,594740,595208,Ricksha_0,1,468
1,594797,594836,trf,0,39
1,595320,595397,MIRb,1,77
1,595320,595397,MIRb,1,77
1,595364,595414,MIR3,1,50
1,595364,595414,MIR3,1,50
1,595508,595617,trf,0,109
1,595663,595726,Tigger4b,1,63
1,595663,595726,Tigger4b,1,63
1,596011,596173,Charlie20a,1,162
1,596011,596173,Charlie20a,1,162
1,596177,596333,(CATATA)n,1,156
1,596217,596607,trf,0,390
1,596248,596369,trf,0,121
1,596278,596353,dust,0,75
1,596280,596624,(CA)n,1,344
1,596309,596524,trf,0,215
1,596309,596524,trf,0,215
1,596431,596625,trf,0,194
1,596493,596546,dust,0,53
1,596555,596849,trf,0,294
1,596641,597006,(CA)n,1,365
1,596643,597016,trf,0,373
1,596702,596804,trf,0,102
1,596745,596980,trf,0,235
1,596941,596983,dust,0,42
1,596949,597068,trf,0,119
1,597044,597131,dust,0,87
1,597052,597105,trf,0,53
1,597053,597213,(CA)n,1,160
1,597260,597361,Charlie20a,1,101
1,597260,597361,Charlie20a,1,101
1,597362,597657,AluSx1,-1,295
1,597362,597657,AluSx1,-1,295
1,597371,597378,dust,0,7
1,597658,597681,Charlie20a,1,23
1,597658,597681,Charlie20a,1,23
1,597686,597699,dust,0,13
1,597699,597827,L1MD3,-1,128
1,597699,597827,L1MD3,-1,128
1,597795,598734,trf,0,939
1,598735,599301,L1MD3,-1,566
1,598735,599301,L1MD3,-1,566
1,598935,598945,dust,0,10
1,599288,599330,dust,0,42
1,599288,599327,trf,0,39
1,599288,599327,trf,0,39
1,599289,599330,trf,0,41
1,599302,599607,AluSq,-1,305
1,599302,599607,AluSq,-1,305
1,599608,599678,L1MD3,-1,70
1,599608,599678,L1MD3,-1,70
1,599680,599712,dust,0,32
1,599683,599860,AluYf1,-1,177
1,599683,599711,trf,0,28
1,599683,599860,AluYf1,-1,177
1,599872,600425,L1MD3,-1,553
1,599872,599948,L1MD3,-1,76
1,599949,599988,dust,0,39
1,599949,599988,trf,0,39
1,599949,599988,(TG)n,1,39
1,599989,600425,L1MD3,-1,436
1,600343,600832,trf,0,489
1,600422,600498,L1MD3,-1,76
1,600422,600498,L1MD3,-1,76
1,600501,600577,L1MD3,-1,76
1,600501,600577,L1MD3,-1,76
1,600642,601176,trf,0,534
1,600659,600741,L1MD3,-1,82
1,600659,600741,L1MD3,-1,82
1,600738,600820,L1MD3,-1,82
1,600738,600820,L1MD3,-1,82
1,600799,600936,trf,0,137
1,600822,600900,dust,0,78
1,601005,601031,dust,0,26
1,601174,601768,L1MD3,-1,594
1,601174,601768,L1MD3,-1,594
1,602185,602360,dust,0,175
1,602186,602359,trf,0,173
1,602186,602359,C-rich,1,173
1,602195,602359,trf,0,164
1,602832,603444,MER39B,-1,612
1,602832,603444,MER39B,-1,612
1,603760,603787,dust,0,27
1,604123,604421,AluY,1,298
1,604123,604421,AluY,1,298
1,604402,604419,dust,0,17
1,604686,605430,L1ME1,1,744
1,604686,605430,L1ME1,1,744
1,605579,605752,L1ME1,1,173
1,605579,605752,L1ME1,1,173
1,605778,605788,dust,0,10
1,606515,606641,trf,0,126
1,606515,606649,trf,0,134
1,606537,606642,trf,0,105
1,606684,606709,trf,0,25
1,607266,607313,dust,0,47
1,607266,607314,GA-rich,1,48
1,607638,607919,(TCTA)n,1,281
1,609341,610761,trf,0,1420
1,611280,611389,dust,0,109
1,611281,611455,(TG)n,1,174
1,611307,612522,trf,0,1215
1,611399,611487,dust,0,88
1,611482,611661,(TG)n,1,179
1,611490,611551,dust,0,61
1,611584,611661,dust,0,77
1,611710,611869,(TG)n,1,159
1,611721,611807,dust,0,86
1,611813,611903,dust,0,90
1,611905,611967,dust,0,62
1,612000,612077,dust,0,77
1,612022,612181,(TG)n,1,159
